15.91304348,85.86956522,2.743478261,59
18.5,77.22222222,2.894444444,1018.277778
17.11111111,81.88888889,4.016666667,1018.333333
18.7,70.05,4.545,1015.7
18.38888889,74.94444444,3.3,1014.333333
19.31818182,79.31818182,8.681818182,1011.772727
14.70833333,95.83333333,10.04166667,1011.375
15.68421053,83.52631579,1.95,1015.55
14.57142857,80.80952381,6.542857143,1015.952381
12.11111111,71.94444444,9.361111111,1016.888889
11,72.11111111,9.772222222,1016.777778
11.78947368,74.57894737,6.626315789,1016.368421
13.23529412,67.05882353,6.435294118,1017.529412
13.2,74.28,5.276,1018.84
16.43478261,72.56521739,3.630434783,1018.130435
14.65,78.45,10.38,1017.15
11.72222222,84.44444444,8.038888889,1018.388889
13.04166667,78.33333333,6.029166667,1021.958333
14.61904762,75.14285714,10.33809524,1022.809524
15.26315789,66.47368421,11.22631579,1021.789474
15.39130435,70.86956522,13.69565217,1020.478261
18.44,76.24,5.868,1021.04
18.11764706,76,6.752941176,1019.823529
18.34782609,68.13043478,3.391304348,1018.869565
21,69.96,8.756,1018.4
16.17857143,91.64285714,8.467857143,1017.785714
16.5,77.04166667,14.35833333,1018.125
14.86363636,82.77272727,9.690909091,1019.636364
15.66666667,81.77777778,10.29444444,1017.388889
16.44444444,77.55555556,4.322222222,1015.833333
16.125,76,4.625,1015.5
15.25,78.625,5.1,1017.5
17.09090909,66.54545455,3.027272727,1018.909091
15.63636364,78.18181818,1.854545455,1017.727273
18.7,77.6,9.82,1014.4
18.63157895,77.63157895,8.1,1014.210526
16.88888889,69.66666667,9.044444444,1016
15.125,63.75,7.6375,1016.125
15.7,68.4,4.08,1015.6
15.375,68.375,7.875,1016.375
14.66666667,71.77777778,9.066666667,1015.666667
15.625,64,3.95,1016.625
16.25,70.375,1.625,1019.625
16.33333333,67,6.377777778,1021.555556
16.875,65.5,6.9625,1021.375
17.57142857,67.71428571,5.557142857,1020.571429
20.25,56.75,10.4375,1017.625
21.3,64.4,9.28,1016.5
21.125,70.75,6.25,1016.25
22.36363636,66.09090909,6.054545455,1013
23.375,60.125,6.9375,1005.375
21.83333333,69.41666667,12.34166667,1007.416667
19.125,57.125,7.4125,1012.25
18.625,42.875,14.35,1015.25
19.125,40.375,16.6625,1016.125
19,50.42857143,11.92857143,1014.285714
18.75,59,11.1125,1012.375
19.875,58.375,5.1,1014.25
23.33333333,51.66666667,3.911111111,1013.111111
24.46153846,47.92307692,6.415384615,1012.923077
23.75,54.25,5.93,1012.15
20.5,42.5,7.4125,1010.625
19.125,43.125,8.35,1010
19.75,41.25,9.9625,1010.5
20,42.44444444,9.666666667,1010.333333
22.625,41.5,6.025,1007.375
21.54545455,52.72727273,10.26363636,1008.909091
20.78571429,69.07142857,8.342857143,1007.357143
19.9375,67.75,11.4625,1006.875
18.53333333,60.4,5.566666667,1009.8
17.375,56.625,7.6375,1014.75
17.44444444,49.33333333,9.055555556,1014.888889
18,56.33333333,4.522222222,1016.555556
19.875,54.75,7.175,1014.125
24,49.2,5.56,1011.1
20.9,59.7,11.49,1010.7
24.69230769,46.30769231,7.123076923,1009.846154
24.66666667,52.27777778,9.161111111,1011.888889
23.33333333,54.66666667,10.07777778,1012.555556
25,49,9.2625,1011.75
27.25,45,10.1875,1009.75
28,49.75,3.4875,1008.875
28.91666667,37.66666667,10.03333333,1010.583333
26.5,39.375,10.425,1009.875
29.1,37.1,17.59,1010.2
29.5,38.625,13.65,1009.5
29.88888889,40.66666667,8.844444444,1009
31,34.5,13.2,1007.125
29.28571429,36.85714286,10.58571429,1007.142857
30.625,37.625,6.95,1007.5
31.375,35.125,9.0375,1005
29.75,33.75,9.2625,1004.25
30.5,29.75,6.9375,1004.25
30.93333333,31.86666667,14.32,1007.2
29.23076923,46,14.38461538,1005
31.22222222,26,13.57777778,1002.888889
27,29.875,4.65,1007.375
25.625,29.375,8.3375,1010.375
27.125,21.125,14.125,1010.625
27.85714286,19.42857143,19.31428571,1008.571429
29.25,17.75,15.5125,1006.25
29.25,26,9.4875,1005.875
29.66666667,29.11111111,4.944444444,1006.777778
30.5,37.625,1.3875,1004.625
31.22222222,30.44444444,5.966666667,1002.444444
31,34.25,2.1,1003.25
32.55555556,38.44444444,5.366666667,1004.444444
34,27.33333333,7.811111111,1003.111111
33.5,24.125,9.025,1000.875
34.5,27.5,5.5625,998.625
34.25,39.375,6.9625,999.875
32.9,40.9,8.89,1001.6
32.875,27.5,9.9625,1002.125
32,27.14285714,12.15714286,1004.142857
